,num,date_time,kWH,C,m/s,wet,mm,hr,non_electric_aircondition,sunlight,time_idx,energy_group,Week,24Hour
7190,4,2020-07-15 14:00:00,2292.192,21.0,3.3,76.0,0.0,0.1,1,1,1070,1,3,14
7191,4,2020-07-15 15:00:00,2272.752,21.5,3.2,74.0,0.0,0.0,1,1,1071,1,3,15
7192,4,2020-07-15 16:00:00,2217.456,22.8,3.2,69.0,0.0,0.4,1,1,1072,1,3,16
7193,4,2020-07-15 17:00:00,1344.384,21.7,4.1,71.0,0.0,0.4,1,1,1073,1,3,17
7194,4,2020-07-15 18:00:00,972.432,20.7,4.0,70.0,0.0,0.0,1,1,1074,1,3,18
7195,4,2020-07-15 19:00:00,825.552,20.1,3.7,72.0,0.0,0.0,1,1,1075,1,3,19
7196,4,2020-07-15 20:00:00,579.312,19.4,4.1,76.0,0.0,0.0,1,1,1076,1,3,20
7197,4,2020-07-15 21:00:00,525.312,19.1,2.0,79.0,0.0,0.0,1,1,1077,1,3,21
7198,4,2020-07-15 22:00:00,385.776,19.0,1.8,81.0,0.0,0.0,1,1,1078,1,3,22
7199,4,2020-07-15 23:00:00,349.056,19.2,1.5,78.0,0.0,0.0,1,1,1079,1,3,23
7200,4,2020-07-16 00:00:00,299.376,18.9,1.5,81.0,0.0,0.0,1,1,1080,1,4,0
7201,4,2020-07-16 01:00:00,280.8,18.8,0.8,80.0,0.0,0.0,1,1,1081,1,4,1
7202,4,2020-07-16 02:00:00,275.184,18.8,0.4,85.0,0.0,0.0,1,1,1082,1,4,2
7203,4,2020-07-16 03:00:00,313.2,18.3,1.2,88.0,0.0,0.0,1,1,1083,1,4,3
7204,4,2020-07-16 04:00:00,281.664,17.6,1.3,91.0,0.0,0.0,1,1,1084,1,4,4
7205,4,2020-07-16 05:00:00,339.552,17.1,1.6,90.0,0.0,0.0,1,1,1085,1,4,5
7206,4,2020-07-16 06:00:00,308.016,17.3,1.2,90.0,0.0,0.2,1,1,1086,1,4,6
7207,4,2020-07-16 07:00:00,255.74400000000003,17.8,1.0,87.0,0.0,0.7,1,1,1087,1,4,7
7208,4,2020-07-16 08:00:00,1038.096,19.6,1.4,79.0,0.0,0.4,1,1,1088,1,4,8
7209,4,2020-07-16 09:00:00,1532.928,21.2,1.4,68.0,0.0,1.0,1,1,1089,1,4,9
7210,4,2020-07-16 10:00:00,2193.264,23.3,1.5,63.0,0.0,1.0,1,1,1090,1,4,10
7211,4,2020-07-16 11:00:00,2218.32,24.6,1.4,55.0,0.0,1.0,1,1,1091,1,4,11
7212,4,2020-07-16 12:00:00,2222.208,25.4,2.6,56.0,0.0,0.9,1,1,1092,1,4,12
7213,4,2020-07-16 13:00:00,2185.056,25.6,3.0,54.0,0.0,1.0,1,1,1093,1,4,13
7214,4,2020-07-16 14:00:00,2064.528,27.0,1.5,46.0,0.0,1.0,1,1,1094,1,4,14
7215,4,2020-07-16 15:00:00,2038.608,27.4,2.8,43.0,0.0,1.0,1,1,1095,1,4,15
7216,4,2020-07-16 16:00:00,1995.408,28.0,1.5,44.0,0.0,0.8,1,1,1096,1,4,16
7217,4,2020-07-16 17:00:00,1165.968,27.7,2.5,47.0,0.0,1.0,1,1,1097,1,4,17
7218,4,2020-07-16 18:00:00,902.88,26.7,4.2,47.0,0.0,1.0,1,1,1098,1,4,18
7219,4,2020-07-16 19:00:00,904.176,24.9,2.9,55.0,0.0,1.0,1,1,1099,1,4,19
7220,4,2020-07-16 20:00:00,392.256,23.1,4.6,56.0,0.0,0.3,1,1,1100,1,4,20
7221,4,2020-07-16 21:00:00,425.52,22.1,3.2,59.0,0.0,0.0,1,1,1101,1,4,21
7222,4,2020-07-16 22:00:00,368.496,21.1,4.0,65.0,0.0,0.0,1,1,1102,1,4,22
7223,4,2020-07-16 23:00:00,425.088,20.2,2.3,70.0,0.0,0.0,1,1,1103,1,4,23
7224,4,2020-07-17 00:00:00,299.376,19.5,2.6,75.0,0.0,0.0,1,1,1104,1,5,0
7225,4,2020-07-17 01:00:00,292.464,19.0,2.0,79.0,0.0,0.0,1,1,1105,1,5,1
7226,4,2020-07-17 02:00:00,285.9840000000001,18.7,1.5,81.0,0.0,0.0,1,1,1106,1,5,2
7227,4,2020-07-17 03:00:00,289.008,18.2,1.7,86.0,0.0,0.0,1,1,1107,1,5,3
7228,4,2020-07-17 04:00:00,289.44,17.8,2.1,88.0,0.0,0.0,1,1,1108,1,5,4
7229,4,2020-07-17 05:00:00,291.6,17.6,1.8,89.0,0.0,0.0,1,1,1109,1,5,5
7230,4,2020-07-17 06:00:00,226.368,17.5,2.5,90.0,0.0,0.0,1,1,1110,1,5,6
7231,4,2020-07-17 07:00:00,231.984,18.5,2.5,86.0,0.0,0.7,1,1,1111,1,5,7
7232,4,2020-07-17 08:00:00,982.368,20.3,2.2,77.0,0.0,1.0,1,1,1112,1,5,8
7233,4,2020-07-17 09:00:00,1605.744,22.1,2.4,68.0,0.0,0.9,1,1,1113,1,5,9
7234,4,2020-07-17 10:00:00,2052.0,23.6,2.4,58.0,0.0,1.0,1,1,1114,1,5,10
7235,4,2020-07-17 11:00:00,2139.264,24.6,2.7,56.0,0.0,1.0,1,1,1115,1,5,11
7236,4,2020-07-17 12:00:00,1746.144,26.6,2.0,50.0,0.0,1.0,1,1,1116,1,5,12
7237,4,2020-07-17 13:00:00,1659.312,27.0,3.8,49.0,0.0,1.0,1,1,1117,1,5,13
7238,4,2020-07-17 14:00:00,1811.376,27.6,4.7,41.0,0.0,1.0,1,1,1118,1,5,14
7239,4,2020-07-17 15:00:00,1753.92,28.2,4.1,43.0,0.0,1.0,1,1,1119,1,5,15
7240,4,2020-07-17 16:00:00,1191.888,28.4,3.1,44.0,0.0,1.0,1,1,1120,1,5,16
7241,4,2020-07-17 17:00:00,1194.048,28.3,3.3,47.0,0.0,1.0,1,1,1121,1,5,17
7242,4,2020-07-17 18:00:00,1168.992,27.2,4.1,49.0,0.0,1.0,1,1,1122,1,5,18
7243,4,2020-07-17 19:00:00,907.2,25.3,4.5,53.0,0.0,1.0,1,1,1123,1,5,19
7244,4,2020-07-17 20:00:00,733.9680000000002,24.0,3.9,52.0,0.0,0.3,1,1,1124,1,5,20
7245,4,2020-07-17 21:00:00,565.056,22.4,4.0,61.0,0.0,0.0,1,1,1125,1,5,21
7246,4,2020-07-17 22:00:00,470.016,21.3,3.5,67.0,0.0,0.0,1,1,1126,1,5,22
7247,4,2020-07-17 23:00:00,544.752,20.1,3.2,75.0,0.0,0.0,1,1,1127,1,5,23
7248,4,2020-07-18 00:00:00,453.168,19.5,2.5,80.0,0.0,0.0,1,1,1128,1,6,0
7249,4,2020-07-18 01:00:00,294.192,19.1,1.9,82.0,0.0,0.0,1,1,1129,1,6,1
7250,4,2020-07-18 02:00:00,289.872,18.8,2.0,85.0,0.0,0.0,1,1,1130,1,6,2
7251,4,2020-07-18 03:00:00,292.032,18.1,1.8,89.0,0.0,0.0,1,1,1131,1,6,3
7252,4,2020-07-18 04:00:00,286.848,17.4,1.5,90.0,0.0,0.0,1,1,1132,1,6,4
7253,4,2020-07-18 05:00:00,285.9840000000001,16.9,1.0,93.0,0.0,0.0,1,1,1133,1,6,5
7254,4,2020-07-18 06:00:00,355.1040000000001,17.3,1.8,91.0,0.0,0.1,1,1,1134,1,6,6
7255,4,2020-07-18 07:00:00,256.608,19.4,2.3,84.0,0.0,1.0,1,1,1135,1,6,7
7256,4,2020-07-18 08:00:00,297.216,20.1,2.7,78.0,0.0,1.0,1,1,1136,1,6,8
7257,4,2020-07-18 09:00:00,599.184,21.5,3.6,72.0,0.0,1.0,1,1,1137,1,6,9
7258,4,2020-07-18 10:00:00,972.864,22.5,2.8,64.0,0.0,1.0,1,1,1138,1,6,10
7259,4,2020-07-18 11:00:00,1485.216,23.6,3.0,59.0,0.0,0.5,1,1,1139,1,6,11
7260,4,2020-07-18 12:00:00,1501.2,24.3,2.9,54.0,0.0,0.1,1,1,1140,1,6,12
7261,4,2020-07-18 13:00:00,1594.944,25.3,1.6,54.0,0.0,0.6,1,1,1141,1,6,13
7262,4,2020-07-18 14:00:00,1604.88,25.6,2.2,57.0,0.0,0.1,1,1,1142,1,6,14
7263,4,2020-07-18 15:00:00,1389.312,26.9,1.7,55.0,0.0,0.2,1,1,1143,1,6,15
7264,4,2020-07-18 16:00:00,1470.5279999999998,26.7,1.9,53.0,0.0,1.0,1,1,1144,1,6,16
7265,4,2020-07-18 17:00:00,932.688,27.1,2.6,54.0,0.0,1.0,1,1,1145,1,6,17
7266,4,2020-07-18 18:00:00,786.24,26.9,2.5,56.0,0.0,1.0,1,1,1146,1,6,18
7267,4,2020-07-18 19:00:00,592.7040000000002,25.5,2.6,63.0,0.0,0.5,1,1,1147,1,6,19
7268,4,2020-07-18 20:00:00,527.04,24.0,3.0,68.0,0.0,0.0,1,1,1148,1,6,20
7269,4,2020-07-18 21:00:00,370.224,23.2,2.6,72.0,0.0,0.0,1,1,1149,1,6,21
7270,4,2020-07-18 22:00:00,426.816,22.1,2.6,75.0,0.0,0.0,1,1,1150,1,6,22
7271,4,2020-07-18 23:00:00,438.48,21.7,2.3,78.0,0.0,0.0,1,1,1151,1,6,23
7272,4,2020-07-19 00:00:00,368.496,21.3,3.6,79.0,0.0,0.0,1,1,1152,1,0,0
7273,4,2020-07-19 01:00:00,305.4240000000001,21.0,2.7,81.0,0.0,0.0,1,1,1153,1,0,1
7274,4,2020-07-19 02:00:00,295.056,20.9,3.5,82.0,0.0,0.0,1,1,1154,1,0,2
7275,4,2020-07-19 03:00:00,297.648,20.6,3.3,84.0,0.0,0.0,1,1,1155,1,0,3
7276,4,2020-07-19 04:00:00,288.576,20.6,3.5,85.0,0.0,0.0,1,1,1156,1,0,4
7277,4,2020-07-19 05:00:00,273.888,20.6,3.5,85.0,0.0,0.0,1,1,1157,1,0,5
7278,4,2020-07-19 06:00:00,272.16,20.7,2.7,85.0,0.0,0.0,1,1,1158,1,0,6
7279,4,2020-07-19 07:00:00,348.624,20.9,3.8,85.0,0.0,0.0,1,1,1159,1,0,7
7280,4,2020-07-19 08:00:00,288.144,21.6,3.5,82.0,0.0,0.0,1,1,1160,1,0,8
7281,4,2020-07-19 09:00:00,513.216,22.2,3.5,79.0,0.0,0.0,1,1,1161,1,0,9
7282,4,2020-07-19 10:00:00,670.4639999999998,23.1,3.9,76.0,0.0,0.0,1,1,1162,1,0,10
7283,4,2020-07-19 11:00:00,858.816,23.4,3.4,77.0,0.0,0.0,1,1,1163,1,0,11
7284,4,2020-07-19 12:00:00,857.52,24.5,2.7,73.0,0.0,0.0,1,1,1164,1,0,12
7285,4,2020-07-19 13:00:00,839.808,24.6,1.9,74.0,0.0,0.0,1,1,1165,1,0,13
7286,4,2020-07-19 14:00:00,789.2639999999999,25.3,3.1,74.0,0.0,0.0,1,1,1166,1,0,14
7287,4,2020-07-19 15:00:00,900.72,25.6,2.9,78.0,0.0,0.0,1,1,1167,1,0,15
7288,4,2020-07-19 16:00:00,882.576,26.1,3.4,75.0,0.0,0.0,1,1,1168,1,0,16
7289,4,2020-07-19 17:00:00,888.6239999999998,26.4,3.6,75.0,0.0,0.0,1,1,1169,1,0,17
7290,4,2020-07-19 18:00:00,864.8639999999998,26.5,3.2,76.0,0.0,0.0,1,1,1170,1,0,18
7291,4,2020-07-19 19:00:00,757.296,26.5,3.2,77.0,0.0,0.0,1,1,1171,1,0,19
7292,4,2020-07-19 20:00:00,610.4159999999998,26.7,2.9,77.0,0.0,0.0,1,1,1172,1,0,20
7293,4,2020-07-19 21:00:00,438.48,26.8,2.9,78.0,0.0,0.0,1,1,1173,1,0,21
7294,4,2020-07-19 22:00:00,357.264,26.8,2.8,78.0,0.0,0.0,1,1,1174,1,0,22
7295,4,2020-07-19 23:00:00,475.632,26.8,1.5,80.0,0.0,0.0,1,1,1175,1,0,23
7296,4,2020-07-20 00:00:00,330.912,27.5,1.7,74.0,0.0,0.0,1,1,1176,1,1,0
7297,4,2020-07-20 01:00:00,292.896,28.8,1.6,65.0,0.0,0.0,1,1,1177,1,1,1
7298,4,2020-07-20 02:00:00,292.896,28.3,2.9,66.0,0.0,0.0,1,1,1178,1,1,2
7299,4,2020-07-20 03:00:00,255.312,28.1,1.4,68.0,0.0,0.0,1,1,1179,1,1,3
7300,4,2020-07-20 04:00:00,221.616,28.6,2.9,67.0,0.0,0.0,1,1,1180,1,1,4
7301,4,2020-07-20 05:00:00,228.528,27.8,1.0,71.0,0.0,0.0,1,1,1181,1,1,5
7302,4,2020-07-20 06:00:00,252.72,28.6,2.8,66.0,0.0,0.0,1,1,1182,1,1,6
7303,4,2020-07-20 07:00:00,310.176,28.7,2.1,65.0,0.0,0.0,1,1,1183,1,1,7
7304,4,2020-07-20 08:00:00,553.8240000000002,29.1,2.6,64.0,0.0,0.0,1,1,1184,1,1,8
7305,4,2020-07-20 09:00:00,715.3919999999998,30.0,2.0,62.0,0.0,0.1,1,1,1185,1,1,9
7306,4,2020-07-20 10:00:00,892.944,28.5,2.6,70.0,0.0,0.1,1,1,1186,1,1,10
7307,4,2020-07-20 11:00:00,844.56,29.6,1.7,65.0,0.0,0.1,1,1,1187,1,1,11
7308,4,2020-07-20 12:00:00,991.008,29.6,1.4,66.0,0.0,0.2,1,1,1188,1,1,12
7309,4,2020-07-20 13:00:00,987.12,28.6,1.1,78.0,0.9,0.0,1,1,1189,1,1,13
7310,4,2020-07-20 14:00:00,785.3760000000002,30.1,1.1,69.0,0.0,0.0,1,1,1190,1,1,14
7311,4,2020-07-20 15:00:00,975.024,31.7,2.6,57.0,0.0,0.2,1,1,1191,1,1,15
7312,4,2020-07-20 16:00:00,1080.432,31.6,4.7,56.0,0.0,0.6,1,1,1192,1,1,16
7313,4,2020-07-20 17:00:00,1065.312,30.3,4.6,61.0,0.0,0.2,1,1,1193,1,1,17
7314,4,2020-07-20 18:00:00,813.0239999999999,30.1,2.8,61.0,0.0,0.1,1,1,1194,1,1,18
7315,4,2020-07-20 19:00:00,783.216,29.7,2.6,60.0,0.0,0.1,1,1,1195,1,1,19
7316,4,2020-07-20 20:00:00,578.016,29.3,2.9,56.0,0.0,0.0,1,1,1196,1,1,20
7317,4,2020-07-20 21:00:00,442.36800000000005,28.7,2.4,57.0,0.0,0.0,1,1,1197,1,1,21
7318,4,2020-07-20 22:00:00,475.2,28.0,2.5,62.0,0.0,0.0,1,1,1198,1,1,22
7319,4,2020-07-20 23:00:00,373.2480000000001,26.6,2.1,69.0,0.0,0.0,1,1,1199,1,1,23
7320,4,2020-07-21 00:00:00,317.952,25.9,2.6,70.0,0.0,0.0,1,1,1200,1,2,0
7321,4,2020-07-21 01:00:00,374.112,24.8,3.0,76.0,0.0,0.0,1,1,1201,1,2,1
7322,4,2020-07-21 02:00:00,313.632,23.0,1.7,93.0,5.7,0.0,1,1,1202,1,2,2
7323,4,2020-07-21 03:00:00,304.56,23.1,0.8,93.0,0.2,0.0,1,1,1203,1,2,3
7324,4,2020-07-21 04:00:00,306.72,23.2,0.1,94.0,0.0,0.0,1,1,1204,1,2,4
7325,4,2020-07-21 05:00:00,309.312,23.5,0.0,89.0,0.0,0.0,1,1,1205,1,2,5
7326,4,2020-07-21 06:00:00,319.248,23.5,1.2,87.0,0.0,0.0,1,1,1206,1,2,6
7327,4,2020-07-21 07:00:00,450.576,23.9,2.2,83.0,0.0,0.0,1,1,1207,1,2,7
7328,4,2020-07-21 08:00:00,612.576,24.9,0.6,75.0,0.0,0.0,1,1,1208,1,2,8
7329,4,2020-07-21 09:00:00,548.2080000000002,26.1,2.6,61.0,0.0,0.4,1,1,1209,1,2,9
7330,4,2020-07-21 10:00:00,792.72,27.5,2.2,56.0,0.0,1.0,1,1,1210,1,2,10
7331,4,2020-07-21 11:00:00,877.824,28.7,0.9,51.0,0.0,0.9,1,1,1211,1,2,11
7332,4,2020-07-21 12:00:00,812.592,29.2,1.6,52.0,0.0,0.9,1,1,1212,1,2,12
7333,4,2020-07-21 13:00:00,938.736,30.4,0.8,47.0,0.0,1.0,1,1,1213,1,2,13
7334,4,2020-07-21 14:00:00,1110.672,31.2,1.7,45.0,0.0,1.0,1,1,1214,1,2,14
7335,4,2020-07-21 15:00:00,1156.896,31.1,2.3,45.0,0.0,1.0,1,1,1215,1,2,15
7336,4,2020-07-21 16:00:00,1109.376,30.9,1.0,49.0,0.0,0.4,1,1,1216,1,2,16
7337,4,2020-07-21 17:00:00,1121.472,30.8,1.1,49.0,0.0,0.0,1,1,1217,1,2,17
7338,4,2020-07-21 18:00:00,934.416,30.5,0.8,53.0,0.0,0.0,1,1,1218,1,2,18
7339,4,2020-07-21 19:00:00,835.056,29.2,3.0,56.0,0.0,0.0,1,1,1219,1,2,19
7340,4,2020-07-21 20:00:00,563.76,27.8,0.9,59.0,0.0,0.0,1,1,1220,1,2,20
7341,4,2020-07-21 21:00:00,406.944,27.0,2.2,61.0,0.0,0.0,1,1,1221,1,2,21
7342,4,2020-07-21 22:00:00,271.296,26.1,2.3,64.0,0.0,0.0,1,1,1222,1,2,22
7343,4,2020-07-21 23:00:00,363.312,25.6,3.0,65.0,0.0,0.0,1,1,1223,1,2,23
7344,4,2020-07-22 00:00:00,357.696,25.0,2.6,67.0,0.0,0.0,1,1,1224,1,3,0
7345,4,2020-07-22 01:00:00,310.608,23.9,2.9,75.0,0.0,0.0,1,1,1225,1,3,1
7346,4,2020-07-22 02:00:00,307.584,22.1,2.3,92.0,4.3,0.0,1,1,1226,1,3,2
7347,4,2020-07-22 03:00:00,304.992,21.9,2.1,94.0,3.8,0.0,1,1,1227,1,3,3
7348,4,2020-07-22 04:00:00,306.288,21.9,2.3,95.0,3.0,0.0,1,1,1228,1,3,4
7349,4,2020-07-22 05:00:00,315.36,21.8,0.1,95.0,6.7,0.0,1,1,1229,1,3,5
7350,4,2020-07-22 06:00:00,342.144,21.8,2.0,96.0,0.6,0.0,1,1,1230,1,3,6
7351,4,2020-07-22 07:00:00,343.0080000000001,22.0,1.4,96.0,4.2,0.0,1,1,1231,1,3,7
7352,4,2020-07-22 08:00:00,685.1519999999998,21.7,1.5,95.0,4.0,0.0,1,1,1232,1,3,8
7353,4,2020-07-22 09:00:00,854.064,21.8,0.8,95.0,1.5,0.0,1,1,1233,1,3,9
7354,4,2020-07-22 10:00:00,958.176,22.3,2.4,94.0,0.9,0.0,1,1,1234,1,3,10
7355,4,2020-07-22 11:00:00,963.792,22.6,0.8,94.0,0.9,0.0,1,1,1235,1,3,11
7356,4,2020-07-22 12:00:00,979.344,23.1,1.3,93.0,1.1,0.0,1,1,1236,1,3,12
7357,4,2020-07-22 13:00:00,1016.928,23.1,1.3,94.0,1.2,0.0,1,1,1237,1,3,13
7358,4,2020-07-22 14:00:00,1204.848,23.2,1.0,94.0,1.7,0.0,1,1,1238,1,3,14
7359,4,2020-07-22 15:00:00,1118.448,23.4,1.3,94.0,1.5,0.0,1,1,1239,1,3,15
7360,4,2020-07-22 16:00:00,1040.256,23.4,1.1,94.0,1.6,0.0,1,1,1240,1,3,16
7361,4,2020-07-22 17:00:00,870.48,23.3,1.2,93.0,3.4,0.0,1,1,1241,1,3,17
7362,4,2020-07-22 18:00:00,588.816,23.1,0.7,91.0,0.4,0.0,1,1,1242,1,3,18
7363,4,2020-07-22 19:00:00,610.4159999999998,22.6,0.7,93.0,2.0,0.0,1,1,1243,1,3,19
7364,4,2020-07-22 20:00:00,535.248,22.4,0.2,94.0,0.0,0.0,1,1,1244,1,3,20
7365,4,2020-07-22 21:00:00,500.6880000000001,22.3,0.0,95.0,0.6,0.0,1,1,1245,1,3,21
7366,4,2020-07-22 22:00:00,419.472,22.2,0.0,96.0,1.7,0.0,1,1,1246,1,3,22
7367,4,2020-07-22 23:00:00,314.928,22.4,0.0,96.0,0.4,0.0,1,1,1247,1,3,23
7368,4,2020-07-23 00:00:00,319.68,22.5,0.0,96.0,0.1,0.0,1,1,1248,1,4,0
7369,4,2020-07-23 01:00:00,306.288,22.2,1.1,96.0,0.9,0.0,1,1,1249,1,4,1
7370,4,2020-07-23 02:00:00,308.88,21.9,1.6,95.0,0.1,0.0,1,1,1250,1,4,2
7371,4,2020-07-23 03:00:00,342.576,21.8,0.8,95.0,0.4,0.0,1,1,1251,1,4,3
7372,4,2020-07-23 04:00:00,309.312,21.7,1.4,96.0,0.5,0.0,1,1,1252,1,4,4
7373,4,2020-07-23 05:00:00,298.944,21.5,1.3,95.0,0.0,0.0,1,1,1253,1,4,5
7374,4,2020-07-23 06:00:00,260.064,21.3,1.6,95.0,0.0,0.0,1,1,1254,1,4,6
7375,4,2020-07-23 07:00:00,364.608,21.3,1.2,95.0,0.5,0.0,1,1,1255,1,4,7
7376,4,2020-07-23 08:00:00,774.576,21.5,2.3,94.0,0.9,0.0,1,1,1256,1,4,8
7377,4,2020-07-23 09:00:00,959.904,21.9,3.0,91.0,0.4,0.0,1,1,1257,1,4,9
7378,4,2020-07-23 10:00:00,1151.712,21.8,3.1,89.0,0.2,0.0,1,1,1258,1,4,10
7379,4,2020-07-23 11:00:00,1162.944,21.6,1.1,93.0,1.9,0.0,1,1,1259,1,4,11
7380,4,2020-07-23 12:00:00,1309.8239999999996,21.7,3.9,91.0,2.9,0.0,1,1,1260,1,4,12
7381,4,2020-07-23 13:00:00,1366.848,22.0,4.8,89.0,0.9,0.0,1,1,1261,1,4,13
7382,4,2020-07-23 14:00:00,1325.376,21.7,4.9,91.0,1.4,0.0,1,1,1262,1,4,14
7383,4,2020-07-23 15:00:00,1264.464,21.7,4.8,91.0,1.5,0.0,1,1,1263,1,4,15
7384,4,2020-07-23 16:00:00,1236.384,21.3,5.3,93.0,2.9,0.0,1,1,1264,1,4,16
7385,4,2020-07-23 17:00:00,1047.168,21.6,3.3,92.0,3.0,0.0,1,1,1265,1,4,17
7386,4,2020-07-23 18:00:00,800.064,22.2,3.9,89.0,4.7,0.0,1,1,1266,1,4,18
7387,4,2020-07-23 19:00:00,683.8560000000001,22.3,5.8,88.0,0.6,0.0,1,1,1267,1,4,19
7388,4,2020-07-23 20:00:00,470.448,21.8,6.4,89.0,2.2,0.0,1,1,1268,1,4,20
7389,4,2020-07-23 21:00:00,511.056,21.2,8.3,92.0,6.6,0.0,1,1,1269,1,4,21
7390,4,2020-07-23 22:00:00,289.44,21.3,7.8,91.0,9.0,0.0,1,1,1270,1,4,22
7391,4,2020-07-23 23:00:00,340.416,21.1,6.5,93.0,15.6,0.0,1,1,1271,1,4,23
7392,4,2020-07-24 00:00:00,395.28,21.8,3.5,90.0,6.0,0.0,1,1,1272,1,5,0
7393,4,2020-07-24 01:00:00,309.744,22.0,5.3,88.0,0.0,0.0,1,1,1273,1,5,1
7394,4,2020-07-24 02:00:00,342.576,21.4,3.9,90.0,0.0,0.0,1,1,1274,1,5,2
7395,4,2020-07-24 03:00:00,309.312,21.5,3.1,89.0,0.0,0.0,1,1,1275,1,5,3
7396,4,2020-07-24 04:00:00,307.152,21.1,3.5,92.0,0.1,0.0,1,1,1276,1,5,4
7397,4,2020-07-24 05:00:00,311.04,21.1,3.7,94.0,0.0,0.0,1,1,1277,1,5,5
7398,4,2020-07-24 06:00:00,325.296,21.1,2.3,94.0,0.0,0.0,1,1,1278,1,5,6
7399,4,2020-07-24 07:00:00,339.9840000000001,21.4,1.9,94.0,0.0,0.0,1,1,1279,1,5,7
7400,4,2020-07-24 08:00:00,818.2080000000002,22.1,2.7,89.0,0.0,0.0,1,1,1280,1,5,8
7401,4,2020-07-24 09:00:00,903.312,22.6,2.9,83.0,0.0,0.0,1,1,1281,1,5,9
7402,4,2020-07-24 10:00:00,1041.12,22.5,2.7,82.0,0.0,0.0,1,1,1282,1,5,10
7403,4,2020-07-24 11:00:00,1246.32,22.0,4.4,86.0,0.0,0.0,1,1,1283,1,5,11
7404,4,2020-07-24 12:00:00,1184.112,21.7,3.2,91.0,0.0,0.0,1,1,1284,1,5,12
7405,4,2020-07-24 13:00:00,1167.264,22.0,2.1,91.0,1.4,0.0,1,1,1285,1,5,13
7406,4,2020-07-24 14:00:00,1270.08,21.8,2.1,92.0,1.4,0.0,1,1,1286,1,5,14
7407,4,2020-07-24 15:00:00,1225.152,21.5,2.3,91.0,0.0,0.0,1,1,1287,1,5,15
7408,4,2020-07-24 16:00:00,1095.552,21.5,2.2,91.0,0.2,0.0,1,1,1288,1,5,16
7409,4,2020-07-24 17:00:00,1026.864,21.6,3.0,90.0,0.0,0.0,1,1,1289,1,5,17
7410,4,2020-07-24 18:00:00,805.68,21.3,2.4,91.0,0.0,0.0,1,1,1290,1,5,18
7411,4,2020-07-24 19:00:00,627.696,21.0,2.7,94.0,1.9,0.0,1,1,1291,1,5,19
7412,4,2020-07-24 20:00:00,549.504,20.9,2.0,93.0,1.0,0.0,1,1,1292,1,5,20
7413,4,2020-07-24 21:00:00,480.816,20.8,1.8,95.0,0.4,0.0,1,1,1293,1,5,21
7414,4,2020-07-24 22:00:00,410.4,20.6,1.4,95.0,1.3,0.0,1,1,1294,1,5,22
7415,4,2020-07-24 23:00:00,433.728,20.5,2.1,95.0,2.0,0.0,1,1,1295,1,5,23
7416,4,2020-07-25 00:00:00,320.112,20.2,2.4,95.0,1.8,0.0,1,1,1296,1,6,0
7417,4,2020-07-25 01:00:00,360.72,20.2,0.1,96.0,3.8,0.0,1,1,1297,1,6,1
7418,4,2020-07-25 02:00:00,306.72,20.3,0.9,96.0,1.2,0.0,1,1,1298,1,6,2
7419,4,2020-07-25 03:00:00,307.584,20.3,1.0,97.0,1.8,0.0,1,1,1299,1,6,3
7420,4,2020-07-25 04:00:00,303.696,20.3,0.6,97.0,0.5,0.0,1,1,1300,1,6,4
7421,4,2020-07-25 05:00:00,285.12,20.4,0.4,97.0,0.4,0.0,1,1,1301,1,6,5
7422,4,2020-07-25 06:00:00,276.048,20.3,1.4,97.0,1.3,0.0,1,1,1302,1,6,6
7423,4,2020-07-25 07:00:00,354.24,20.6,1.3,97.0,1.5,0.0,1,1,1303,1,6,7
7424,4,2020-07-25 08:00:00,819.072,21.1,0.6,97.0,0.9,0.0,1,1,1304,1,6,8
7425,4,2020-07-25 09:00:00,974.592,21.6,0.5,94.0,0.1,0.0,1,1,1305,1,6,9
7426,4,2020-07-25 10:00:00,1083.024,22.8,0.6,86.0,0.0,0.0,1,1,1306,1,6,10
7427,4,2020-07-25 11:00:00,1295.136,23.6,1.4,81.0,0.0,0.0,1,1,1307,1,6,11
7428,4,2020-07-25 12:00:00,1167.696,23.2,2.1,89.0,0.0,0.0,1,1,1308,1,6,12
7429,4,2020-07-25 13:00:00,1096.848,24.2,2.4,81.0,0.0,0.0,1,1,1309,1,6,13
7430,4,2020-07-25 14:00:00,1019.952,23.8,1.6,82.0,0.0,0.0,1,1,1310,1,6,14
7431,4,2020-07-25 15:00:00,1111.104,21.9,1.9,94.0,0.3,0.0,1,1,1311,1,6,15
7432,4,2020-07-25 16:00:00,968.112,22.1,1.5,94.0,1.8,0.0,1,1,1312,1,6,16
7433,4,2020-07-25 17:00:00,1060.128,23.4,0.5,91.0,0.1,0.0,1,1,1313,1,6,17
7434,4,2020-07-25 18:00:00,804.816,23.1,0.3,92.0,0.0,0.0,1,1,1314,1,6,18
7435,4,2020-07-25 19:00:00,676.944,23.1,0.3,92.0,0.0,0.0,1,1,1315,1,6,19
7436,4,2020-07-25 20:00:00,628.992,22.6,1.1,94.0,0.0,0.0,1,1,1316,1,6,20
7437,4,2020-07-25 21:00:00,536.112,22.6,2.2,92.0,0.0,0.0,1,1,1317,1,6,21
7438,4,2020-07-25 22:00:00,383.616,22.2,1.1,93.0,0.0,0.0,1,1,1318,1,6,22
7439,4,2020-07-25 23:00:00,359.4240000000001,22.0,0.2,94.0,0.0,0.0,1,1,1319,1,6,23
