,num,date_time,kWH,C,m/s,wet,mm,hr,non_electric_aircondition,sunlight,time_idx,energy_group,Week,24Hour
41625,21,2020-07-05 09:00:00,1548.396,22.8,1.9,74.0,0.0,0.7,0,1,825,5,0,9
41626,21,2020-07-05 10:00:00,1666.98,24.1,2.2,68.0,0.0,0.7,0,1,826,5,0,10
41627,21,2020-07-05 11:00:00,1696.7879999999998,24.9,1.4,64.0,0.0,0.8,0,1,827,5,0,11
41628,21,2020-07-05 12:00:00,1721.088,26.1,2.1,60.0,0.0,0.9,0,1,828,5,0,12
41629,21,2020-07-05 13:00:00,1776.816,27.3,2.4,54.0,0.0,1.0,0,1,829,5,0,13
41630,21,2020-07-05 14:00:00,1708.128,26.8,2.6,54.0,0.0,0.3,0,1,830,5,0,14
41631,21,2020-07-05 15:00:00,1679.94,27.0,2.5,54.0,0.0,0.0,0,1,831,5,0,15
41632,21,2020-07-05 16:00:00,1763.208,27.0,2.5,57.0,0.0,0.0,0,1,832,5,0,16
41633,21,2020-07-05 17:00:00,1867.86,26.8,1.6,56.0,0.0,0.1,0,1,833,5,0,17
41634,21,2020-07-05 18:00:00,1853.28,26.8,2.7,58.0,0.0,0.4,0,1,834,5,0,18
41635,21,2020-07-05 19:00:00,1814.4,26.2,2.5,58.0,0.0,1.0,0,1,835,5,0,19
41636,21,2020-07-05 20:00:00,1898.64,24.7,1.9,61.0,0.0,0.4,0,1,836,5,0,20
41637,21,2020-07-05 21:00:00,1840.32,23.8,2.7,64.0,0.0,0.0,0,1,837,5,0,21
41638,21,2020-07-05 22:00:00,1698.408,23.2,2.4,66.0,0.0,0.0,0,1,838,5,0,22
41639,21,2020-07-05 23:00:00,1458.648,23.1,1.6,68.0,0.0,0.0,0,1,839,5,0,23
41640,21,2020-07-06 00:00:00,1286.604,23.0,1.2,70.0,0.0,0.0,0,1,840,5,1,0
41641,21,2020-07-06 01:00:00,1130.112,22.8,1.7,72.0,0.0,0.0,0,1,841,5,1,1
41642,21,2020-07-06 02:00:00,1020.924,22.7,2.1,72.0,0.0,0.0,0,1,842,5,1,2
41643,21,2020-07-06 03:00:00,948.996,22.6,1.1,72.0,0.0,0.0,0,1,843,5,1,3
41644,21,2020-07-06 04:00:00,919.188,22.4,1.1,73.0,0.0,0.0,0,1,844,5,1,4
41645,21,2020-07-06 05:00:00,937.008,22.0,0.3,74.0,0.0,0.0,0,1,845,5,1,5
41646,21,2020-07-06 06:00:00,1236.384,21.8,1.0,75.0,0.0,0.0,0,1,846,5,1,6
41647,21,2020-07-06 07:00:00,1399.356,22.2,1.0,75.0,0.0,0.0,0,1,847,5,1,7
41648,21,2020-07-06 08:00:00,1546.128,23.6,2.4,73.0,0.0,0.5,0,1,848,5,1,8
41649,21,2020-07-06 09:00:00,1596.996,25.3,2.1,68.0,0.0,0.5,0,1,849,5,1,9
41650,21,2020-07-06 10:00:00,1645.596,25.8,1.2,67.0,0.0,0.1,0,1,850,5,1,10
41651,21,2020-07-06 11:00:00,1673.136,27.6,2.2,59.0,0.0,0.8,0,1,851,5,1,11
41652,21,2020-07-06 12:00:00,1647.216,27.7,2.5,58.0,0.0,0.4,0,1,852,5,1,12
41653,21,2020-07-06 13:00:00,1706.184,28.6,1.7,57.0,0.0,0.3,0,1,853,5,1,13
41654,21,2020-07-06 14:00:00,1693.224,29.7,1.7,51.0,0.0,0.6,0,1,854,5,1,14
41655,21,2020-07-06 15:00:00,1759.9679999999996,29.8,1.7,51.0,0.0,0.5,0,1,855,5,1,15
41656,21,2020-07-06 16:00:00,1845.828,30.8,2.7,51.0,0.0,0.6,0,1,856,5,1,16
41657,21,2020-07-06 17:00:00,1905.444,28.9,4.1,59.0,0.0,0.4,0,1,857,5,1,17
41658,21,2020-07-06 18:00:00,1896.372,27.9,2.7,65.0,0.0,0.2,0,1,858,5,1,18
41659,21,2020-07-06 19:00:00,1934.604,27.1,3.3,67.0,0.0,0.1,0,1,859,5,1,19
41660,21,2020-07-06 20:00:00,2012.688,26.0,3.2,69.0,0.0,0.0,0,1,860,5,1,20
41661,21,2020-07-06 21:00:00,1909.656,25.3,2.6,69.0,0.0,0.0,0,1,861,5,1,21
41662,21,2020-07-06 22:00:00,1776.816,25.0,2.4,71.0,0.0,0.0,0,1,862,5,1,22
41663,21,2020-07-06 23:00:00,1551.96,24.8,2.7,70.0,0.0,0.0,0,1,863,5,1,23
41664,21,2020-07-07 00:00:00,1331.64,24.0,1.9,75.0,0.0,0.0,0,1,864,5,2,0
41665,21,2020-07-07 01:00:00,1163.484,23.6,2.4,77.0,0.0,0.0,0,1,865,5,2,1
41666,21,2020-07-07 02:00:00,1059.156,23.1,1.5,77.0,0.0,0.0,0,1,866,5,2,2
41667,21,2020-07-07 03:00:00,990.792,23.1,2.9,79.0,0.0,0.0,0,1,867,5,2,3
41668,21,2020-07-07 04:00:00,963.9,22.6,2.3,80.0,0.0,0.0,0,1,868,5,2,4
41669,21,2020-07-07 05:00:00,966.816,22.4,2.1,80.0,0.0,0.0,0,1,869,5,2,5
41670,21,2020-07-07 06:00:00,1322.568,22.3,1.9,82.0,0.0,0.0,0,1,870,5,2,6
41671,21,2020-07-07 07:00:00,1545.804,22.2,2.5,84.0,0.0,0.0,0,1,871,5,2,7
41672,21,2020-07-07 08:00:00,1684.8,22.4,2.0,82.0,0.0,0.0,0,1,872,5,2,8
41673,21,2020-07-07 09:00:00,1647.54,23.2,2.1,78.0,0.0,0.0,0,1,873,5,2,9
41674,21,2020-07-07 10:00:00,1710.72,24.7,2.5,71.0,0.0,0.5,0,1,874,5,2,10
41675,21,2020-07-07 11:00:00,1722.708,24.3,2.4,70.0,0.0,0.0,0,1,875,5,2,11
41676,21,2020-07-07 12:00:00,1703.2679999999998,24.2,2.4,74.0,0.0,0.0,0,1,876,5,2,12
41677,21,2020-07-07 13:00:00,1647.864,24.0,2.9,74.0,0.0,0.0,0,1,877,5,2,13
41678,21,2020-07-07 14:00:00,1595.7,25.5,3.0,69.0,0.0,0.0,0,1,878,5,2,14
41679,21,2020-07-07 15:00:00,1600.884,26.9,2.9,65.0,0.0,0.6,0,1,879,5,2,15
41680,21,2020-07-07 16:00:00,1720.116,27.4,3.2,63.0,0.0,1.0,0,1,880,5,2,16
41681,21,2020-07-07 17:00:00,1855.872,28.0,3.1,61.0,0.0,0.9,0,1,881,5,2,17
41682,21,2020-07-07 18:00:00,1919.052,27.1,2.4,66.0,0.0,0.3,0,1,882,5,2,18
41683,21,2020-07-07 19:00:00,1968.948,26.3,3.2,69.0,0.0,0.6,0,1,883,5,2,19
41684,21,2020-07-07 20:00:00,2042.172,24.9,2.9,74.0,0.0,0.1,0,1,884,5,2,20
41685,21,2020-07-07 21:00:00,1965.384,23.9,2.1,78.0,0.0,0.0,0,1,885,5,2,21
41686,21,2020-07-07 22:00:00,1844.208,23.0,2.2,79.0,0.0,0.0,0,1,886,5,2,22
41687,21,2020-07-07 23:00:00,1585.656,22.4,2.1,81.0,0.0,0.0,0,1,887,5,2,23
41688,21,2020-07-08 00:00:00,1373.76,22.4,3.3,82.0,0.0,0.0,0,1,888,5,3,0
41689,21,2020-07-08 01:00:00,1176.444,22.2,0.5,82.0,0.0,0.0,0,1,889,5,3,1
41690,21,2020-07-08 02:00:00,1062.072,22.1,1.5,85.0,0.0,0.0,0,1,890,5,3,2
41691,21,2020-07-08 03:00:00,1013.148,21.8,1.7,87.0,0.0,0.0,0,1,891,5,3,3
41692,21,2020-07-08 04:00:00,974.916,21.7,2.1,89.0,0.0,0.0,0,1,892,5,3,4
41693,21,2020-07-08 05:00:00,980.748,21.4,2.2,89.0,0.0,0.0,0,1,893,5,3,5
41694,21,2020-07-08 06:00:00,1369.224,21.3,0.5,90.0,0.0,0.0,0,1,894,5,3,6
41695,21,2020-07-08 07:00:00,1521.18,21.8,0.6,89.0,0.0,0.0,0,1,895,5,3,7
41696,21,2020-07-08 08:00:00,1666.656,23.5,1.3,81.0,0.0,0.7,0,1,896,5,3,8
41697,21,2020-07-08 09:00:00,1656.612,24.7,1.0,75.0,0.0,0.7,0,1,897,5,3,9
41698,21,2020-07-08 10:00:00,1703.2679999999998,25.6,1.5,72.0,0.0,0.3,0,1,898,5,3,10
41699,21,2020-07-08 11:00:00,1726.92,27.6,2.8,67.0,0.0,0.7,0,1,899,5,3,11
41700,21,2020-07-08 12:00:00,1768.716,28.8,3.0,58.0,0.0,1.0,0,1,900,5,3,12
41701,21,2020-07-08 13:00:00,1825.092,29.3,2.5,59.0,0.0,0.9,0,1,901,5,3,13
41702,21,2020-07-08 14:00:00,1804.032,29.6,3.2,57.0,0.0,0.8,0,1,902,5,3,14
41703,21,2020-07-08 15:00:00,1842.264,30.2,2.6,54.0,0.0,0.9,0,1,903,5,3,15
41704,21,2020-07-08 16:00:00,1962.468,30.3,2.6,55.0,0.0,1.0,0,1,904,5,3,16
41705,21,2020-07-08 17:00:00,2025.0,30.1,2.9,55.0,0.0,0.9,0,1,905,5,3,17
41706,21,2020-07-08 18:00:00,2029.86,29.5,2.4,56.0,0.0,0.9,0,1,906,5,3,18
41707,21,2020-07-08 19:00:00,2131.272,28.1,3.2,61.0,0.0,1.0,0,1,907,5,3,19
41708,21,2020-07-08 20:00:00,2124.792,26.0,2.6,68.0,0.0,0.2,0,1,908,5,3,20
41709,21,2020-07-08 21:00:00,2030.184,24.9,2.7,71.0,0.0,0.0,0,1,909,5,3,21
41710,21,2020-07-08 22:00:00,1876.932,24.4,2.3,75.0,0.0,0.0,0,1,910,5,3,22
41711,21,2020-07-08 23:00:00,1607.688,23.5,2.4,81.0,0.0,0.0,0,1,911,5,3,23
41712,21,2020-07-09 00:00:00,1382.5079999999996,23.0,1.8,84.0,0.0,0.0,0,1,912,5,4,0
41713,21,2020-07-09 01:00:00,1203.984,22.7,1.1,84.0,0.0,0.0,0,1,913,5,4,1
41714,21,2020-07-09 02:00:00,1075.356,22.5,1.1,85.0,0.0,0.0,0,1,914,5,4,2
41715,21,2020-07-09 03:00:00,1007.316,22.4,2.0,87.0,0.0,0.0,0,1,915,5,4,3
41716,21,2020-07-09 04:00:00,962.28,22.2,2.0,87.0,0.0,0.0,0,1,916,5,4,4
41717,21,2020-07-09 05:00:00,977.832,22.0,0.5,87.0,0.0,0.0,0,1,917,5,4,5
41718,21,2020-07-09 06:00:00,1375.38,22.0,1.3,89.0,0.0,0.0,0,1,918,5,4,6
41719,21,2020-07-09 07:00:00,1554.2279999999996,22.3,0.9,87.0,0.0,0.0,0,1,919,5,4,7
41720,21,2020-07-09 08:00:00,1700.6760000000004,24.1,2.0,82.0,0.0,0.8,0,1,920,5,4,8
41721,21,2020-07-09 09:00:00,1695.4920000000004,25.9,1.6,73.0,0.0,0.8,0,1,921,5,4,9
41722,21,2020-07-09 10:00:00,1802.736,27.2,2.5,69.0,0.0,0.9,0,1,922,5,4,10
41723,21,2020-07-09 11:00:00,1817.964,28.8,2.2,62.0,0.0,0.7,0,1,923,5,4,11
41724,21,2020-07-09 12:00:00,1839.024,30.2,2.6,55.0,0.0,0.7,0,1,924,5,4,12
41725,21,2020-07-09 13:00:00,1869.804,31.4,2.5,44.0,0.0,1.0,0,1,925,5,4,13
41726,21,2020-07-09 14:00:00,1803.384,31.8,2.0,40.0,0.0,0.6,0,1,926,5,4,14
41727,21,2020-07-09 15:00:00,1843.236,32.4,2.6,40.0,0.0,0.9,0,1,927,5,4,15
41728,21,2020-07-09 16:00:00,2014.956,32.4,2.3,40.0,0.0,0.6,0,1,928,5,4,16
41729,21,2020-07-09 17:00:00,2149.416,32.0,1.7,43.0,0.0,0.4,0,1,929,5,4,17
41730,21,2020-07-09 18:00:00,2222.64,31.4,1.9,51.0,0.0,0.2,0,1,930,5,4,18
41731,21,2020-07-09 19:00:00,2318.22,30.0,1.8,57.0,0.0,0.1,0,1,931,5,4,19
41732,21,2020-07-09 20:00:00,2393.712,29.0,1.2,60.0,0.0,0.0,0,1,932,5,4,20
41733,21,2020-07-09 21:00:00,2305.908,28.3,0.2,62.0,0.0,0.0,0,1,933,5,4,21
41734,21,2020-07-09 22:00:00,2156.868,27.8,1.1,63.0,0.0,0.0,0,1,934,5,4,22
41735,21,2020-07-09 23:00:00,1880.172,27.9,2.3,59.0,0.0,0.0,0,1,935,5,4,23
41736,21,2020-07-10 00:00:00,1585.332,27.7,2.2,60.0,0.0,0.0,0,1,936,5,5,0
41737,21,2020-07-10 01:00:00,1356.912,26.6,2.5,65.0,0.0,0.0,0,1,937,5,5,1
41738,21,2020-07-10 02:00:00,1176.444,26.2,3.4,68.0,0.0,0.0,0,1,938,5,5,2
41739,21,2020-07-10 03:00:00,1092.852,25.5,2.6,70.0,0.0,0.0,0,1,939,5,5,3
41740,21,2020-07-10 04:00:00,1040.04,25.0,2.7,71.0,0.0,0.0,0,1,940,5,5,4
41741,21,2020-07-10 05:00:00,1027.728,25.0,2.4,70.0,0.0,0.0,0,1,941,5,5,5
41742,21,2020-07-10 06:00:00,1396.44,24.1,2.4,79.0,0.1,0.0,0,1,942,5,5,6
41743,21,2020-07-10 07:00:00,1583.064,24.2,3.0,75.0,0.0,0.0,0,1,943,5,5,7
41744,21,2020-07-10 08:00:00,1745.064,24.5,3.5,72.0,0.0,0.0,0,1,944,5,5,8
41745,21,2020-07-10 09:00:00,1740.204,23.3,2.7,84.0,1.9,0.0,0,1,945,5,5,9
41746,21,2020-07-10 10:00:00,1761.588,24.1,2.8,79.0,0.0,0.0,0,1,946,5,5,10
41747,21,2020-07-10 11:00:00,1782.9720000000002,23.8,2.6,83.0,0.2,0.0,0,1,947,5,5,11
41748,21,2020-07-10 12:00:00,1778.112,23.9,2.6,83.0,0.0,0.0,0,1,948,5,5,12
41749,21,2020-07-10 13:00:00,1781.0279999999998,24.4,3.5,82.0,0.0,0.0,0,1,949,5,5,13
41750,21,2020-07-10 14:00:00,1714.932,25.0,3.6,76.0,0.0,0.2,0,1,950,5,5,14
41751,21,2020-07-10 15:00:00,1676.7,25.5,4.3,75.0,0.0,0.1,0,1,951,5,5,15
41752,21,2020-07-10 16:00:00,1758.348,27.1,6.3,65.0,0.0,1.0,0,1,952,5,5,16
41753,21,2020-07-10 17:00:00,1894.104,26.8,4.6,64.0,0.0,0.6,0,1,953,5,5,17
41754,21,2020-07-10 18:00:00,1928.124,27.1,2.8,63.0,0.0,0.8,0,1,954,5,5,18
41755,21,2020-07-10 19:00:00,1986.444,26.2,2.7,66.0,0.0,0.1,0,1,955,5,5,19
41756,21,2020-07-10 20:00:00,2001.996,25.1,1.3,70.0,0.0,0.3,0,1,956,5,5,20
41757,21,2020-07-10 21:00:00,1923.588,24.0,2.7,70.0,0.0,0.0,0,1,957,5,5,21
41758,21,2020-07-10 22:00:00,1831.896,23.4,1.9,73.0,0.0,0.0,0,1,958,5,5,22
41759,21,2020-07-10 23:00:00,1654.344,23.0,1.0,75.0,0.0,0.0,0,1,959,5,5,23
41760,21,2020-07-11 00:00:00,1463.5079999999996,22.7,1.6,76.0,0.0,0.0,0,1,960,5,6,0
41761,21,2020-07-11 01:00:00,1271.052,22.5,1.1,78.0,0.0,0.0,0,1,961,5,6,1
41762,21,2020-07-11 02:00:00,1139.184,22.6,1.1,78.0,0.0,0.0,0,1,962,5,6,2
41763,21,2020-07-11 03:00:00,1047.492,22.5,0.8,78.0,0.0,0.0,0,1,963,5,6,3
41764,21,2020-07-11 04:00:00,984.312,22.3,1.7,75.0,0.0,0.0,0,1,964,5,6,4
41765,21,2020-07-11 05:00:00,973.296,22.3,1.3,75.0,0.0,0.0,0,1,965,5,6,5
41766,21,2020-07-11 06:00:00,1264.248,22.2,1.6,75.0,0.0,0.0,0,1,966,5,6,6
41767,21,2020-07-11 07:00:00,1367.28,22.7,2.2,73.0,0.0,0.1,0,1,967,5,6,7
41768,21,2020-07-11 08:00:00,1538.0279999999998,24.7,3.0,67.0,0.0,1.0,0,1,968,5,6,8
41769,21,2020-07-11 09:00:00,1641.384,25.1,2.9,66.0,0.0,0.7,0,1,969,5,6,9
41770,21,2020-07-11 10:00:00,1718.172,27.2,2.3,60.0,0.0,1.0,0,1,970,5,6,10
41771,21,2020-07-11 11:00:00,1796.256,28.3,2.6,56.0,0.0,0.8,0,1,971,5,6,11
41772,21,2020-07-11 12:00:00,1806.948,28.1,3.1,54.0,0.0,0.3,0,1,972,5,6,12
41773,21,2020-07-11 13:00:00,1871.1,29.5,4.3,52.0,0.0,0.7,0,1,973,5,6,13
41774,21,2020-07-11 14:00:00,1838.052,30.1,3.3,53.0,0.0,0.8,0,1,974,5,6,14
41775,21,2020-07-11 15:00:00,1860.408,29.7,2.9,51.0,0.0,0.5,0,1,975,5,6,15
41776,21,2020-07-11 16:00:00,1918.404,29.5,3.0,52.0,0.0,0.4,0,1,976,5,6,16
41777,21,2020-07-11 17:00:00,1952.1,29.3,2.7,54.0,0.0,0.0,0,1,977,5,6,17
41778,21,2020-07-11 18:00:00,1945.62,28.7,3.1,54.0,0.0,0.1,0,1,978,5,6,18
41779,21,2020-07-11 19:00:00,1972.836,27.6,3.3,57.0,0.0,0.2,0,1,979,5,6,19
41780,21,2020-07-11 20:00:00,2046.708,26.5,3.4,58.0,0.0,0.0,0,1,980,5,6,20
41781,21,2020-07-11 21:00:00,1977.048,25.8,4.1,60.0,0.0,0.0,0,1,981,5,6,21
41782,21,2020-07-11 22:00:00,1893.456,25.1,3.2,61.0,0.0,0.0,0,1,982,5,6,22
41783,21,2020-07-11 23:00:00,1682.5320000000004,24.6,3.4,62.0,0.0,0.0,0,1,983,5,6,23
41784,21,2020-07-12 00:00:00,1436.292,24.2,3.1,63.0,0.0,0.0,0,1,984,5,0,0
41785,21,2020-07-12 01:00:00,1234.116,23.8,2.6,64.0,0.0,0.0,0,1,985,5,0,1
41786,21,2020-07-12 02:00:00,1102.248,23.3,2.7,63.0,0.0,0.0,0,1,986,5,0,2
41787,21,2020-07-12 03:00:00,1029.348,22.8,2.5,64.0,0.0,0.0,0,1,987,5,0,3
41788,21,2020-07-12 04:00:00,976.86,22.6,2.2,63.0,0.0,0.0,0,1,988,5,0,4
41789,21,2020-07-12 05:00:00,959.364,22.2,2.9,60.0,0.0,0.0,0,1,989,5,0,5
41790,21,2020-07-12 06:00:00,1171.5839999999996,22.3,2.4,60.0,0.0,0.0,0,1,990,5,0,6
41791,21,2020-07-12 07:00:00,1241.892,22.7,2.4,59.0,0.0,0.0,0,1,991,5,0,7
41792,21,2020-07-12 08:00:00,1433.376,23.2,2.6,60.0,0.0,0.0,0,1,992,5,0,8
41793,21,2020-07-12 09:00:00,1605.096,23.7,2.2,59.0,0.0,0.0,0,1,993,5,0,9
41794,21,2020-07-12 10:00:00,1715.904,24.2,2.8,62.0,0.0,0.0,0,1,994,5,0,10
41795,21,2020-07-12 11:00:00,1747.0079999999996,25.1,2.5,64.0,0.0,0.0,0,1,995,5,0,11
41796,21,2020-07-12 12:00:00,1755.756,25.6,2.3,64.0,0.0,0.0,0,1,996,5,0,12
41797,21,2020-07-12 13:00:00,1779.7320000000002,26.0,2.7,64.0,0.0,0.0,0,1,997,5,0,13
41798,21,2020-07-12 14:00:00,1720.116,25.6,2.8,66.0,0.0,0.0,0,1,998,5,0,14
41799,21,2020-07-12 15:00:00,1707.156,25.6,2.0,67.0,0.0,0.0,0,1,999,5,0,15
41800,21,2020-07-12 16:00:00,1822.5,25.2,2.2,68.0,0.0,0.0,0,1,1000,5,0,16
41801,21,2020-07-12 17:00:00,1928.124,24.5,1.6,75.0,0.1,0.0,0,1,1001,5,0,17
41802,21,2020-07-12 18:00:00,1965.06,23.7,1.5,82.0,0.8,0.0,0,1,1002,5,0,18
41803,21,2020-07-12 19:00:00,1929.42,23.0,1.5,87.0,0.8,0.0,0,1,1003,5,0,19
41804,21,2020-07-12 20:00:00,1923.264,22.6,2.0,88.0,0.6,0.0,0,1,1004,5,0,20
41805,21,2020-07-12 21:00:00,1832.22,22.2,1.9,90.0,0.5,0.0,0,1,1005,5,0,21
41806,21,2020-07-12 22:00:00,1688.04,22.1,2.3,90.0,0.1,0.0,0,1,1006,5,0,22
41807,21,2020-07-12 23:00:00,1443.096,21.8,3.0,90.0,0.0,0.0,0,1,1007,5,0,23
41808,21,2020-07-13 00:00:00,1255.8239999999996,21.7,3.4,89.0,0.0,0.0,0,1,1008,5,1,0
41809,21,2020-07-13 01:00:00,1125.252,21.6,3.1,87.0,0.0,0.0,0,1,1009,5,1,1
41810,21,2020-07-13 02:00:00,1018.98,20.3,3.7,88.0,1.3,0.0,0,1,1010,5,1,2
41811,21,2020-07-13 03:00:00,955.476,19.2,3.6,90.0,2.1,0.0,0,1,1011,5,1,3
41812,21,2020-07-13 04:00:00,930.204,18.3,3.8,92.0,2.5,0.0,0,1,1012,5,1,4
41813,21,2020-07-13 05:00:00,930.528,18.0,4.3,94.0,1.8,0.0,0,1,1013,5,1,5
41814,21,2020-07-13 06:00:00,1235.736,17.8,4.4,94.0,2.1,0.0,0,1,1014,5,1,6
41815,21,2020-07-13 07:00:00,1376.352,17.8,4.5,96.0,3.8,0.0,0,1,1015,5,1,7
41816,21,2020-07-13 08:00:00,1523.448,18.0,4.0,96.0,2.1,0.0,0,1,1016,5,1,8
41817,21,2020-07-13 09:00:00,1589.22,18.6,4.8,96.0,0.8,0.0,0,1,1017,5,1,9
41818,21,2020-07-13 10:00:00,1556.82,19.1,4.2,95.0,0.6,0.0,0,1,1018,5,1,10
41819,21,2020-07-13 11:00:00,1611.2520000000004,19.1,4.4,96.0,3.9,0.0,0,1,1019,5,1,11
41820,21,2020-07-13 12:00:00,1603.152,19.3,4.3,95.0,2.3,0.0,0,1,1020,5,1,12
41821,21,2020-07-13 13:00:00,1619.6760000000004,19.4,3.7,93.0,1.6,0.0,0,1,1021,5,1,13
41822,21,2020-07-13 14:00:00,1527.336,19.4,3.4,94.0,0.6,0.0,0,1,1022,5,1,14
41823,21,2020-07-13 15:00:00,1534.14,19.3,4.0,94.0,0.8,0.0,0,1,1023,5,1,15
41824,21,2020-07-13 16:00:00,1602.504,19.3,3.6,95.0,1.4,0.0,0,1,1024,5,1,16
41825,21,2020-07-13 17:00:00,1708.4520000000002,19.2,4.2,96.0,2.8,0.0,0,1,1025,5,1,17
41826,21,2020-07-13 18:00:00,1705.2120000000002,19.0,3.5,96.0,1.6,0.0,0,1,1026,5,1,18
41827,21,2020-07-13 19:00:00,1787.832,18.6,4.7,95.0,0.7,0.0,0,1,1027,5,1,19
41828,21,2020-07-13 20:00:00,1803.06,18.2,4.2,96.0,1.5,0.0,0,1,1028,5,1,20
41829,21,2020-07-13 21:00:00,1689.984,18.1,4.9,96.0,1.0,0.0,0,1,1029,5,1,21
41830,21,2020-07-13 22:00:00,1576.26,18.1,4.3,96.0,1.4,0.0,0,1,1030,5,1,22
41831,21,2020-07-13 23:00:00,1362.42,18.0,3.3,97.0,5.6,0.0,0,1,1031,5,1,23
41832,21,2020-07-14 00:00:00,1202.688,17.9,3.8,97.0,5.3,0.0,0,1,1032,5,2,0
41833,21,2020-07-14 01:00:00,1069.2,17.7,3.1,97.0,5.3,0.0,0,1,1033,5,2,1
41834,21,2020-07-14 02:00:00,978.48,17.6,3.6,98.0,3.7,0.0,0,1,1034,5,2,2
41835,21,2020-07-14 03:00:00,923.4,17.5,3.6,96.0,0.7,0.0,0,1,1035,5,2,3
41836,21,2020-07-14 04:00:00,899.748,17.3,2.3,94.0,0.3,0.0,0,1,1036,5,2,4
41837,21,2020-07-14 05:00:00,914.652,17.2,3.5,94.0,1.0,0.0,0,1,1037,5,2,5
41838,21,2020-07-14 06:00:00,1293.0839999999996,17.2,1.8,93.0,0.2,0.0,0,1,1038,5,2,6
41839,21,2020-07-14 07:00:00,1431.756,17.5,2.5,94.0,0.1,0.0,0,1,1039,5,2,7
41840,21,2020-07-14 08:00:00,1562.004,18.0,2.8,92.0,0.2,0.0,0,1,1040,5,2,8
41841,21,2020-07-14 09:00:00,1539.648,18.8,2.5,89.0,0.0,0.0,0,1,1041,5,2,9
41842,21,2020-07-14 10:00:00,1547.7479999999996,20.0,3.0,82.0,0.0,0.0,0,1,1042,5,2,10
41843,21,2020-07-14 11:00:00,1551.636,20.5,3.7,78.0,0.0,0.0,0,1,1043,5,2,11
41844,21,2020-07-14 12:00:00,1540.296,20.6,3.5,79.0,0.0,0.0,0,1,1044,5,2,12
41845,21,2020-07-14 13:00:00,1539.3239999999996,21.0,3.5,80.0,0.0,0.0,0,1,1045,5,2,13
41846,21,2020-07-14 14:00:00,1464.156,22.5,4.0,73.0,0.0,0.0,0,1,1046,5,2,14
41847,21,2020-07-14 15:00:00,1460.592,23.5,3.2,68.0,0.0,0.0,0,1,1047,5,2,15
41848,21,2020-07-14 16:00:00,1558.764,24.1,2.5,65.0,0.0,0.1,0,1,1048,5,2,16
41849,21,2020-07-14 17:00:00,1682.208,23.6,2.9,66.0,0.0,0.0,0,1,1049,5,2,17
41850,21,2020-07-14 18:00:00,1707.156,23.0,2.7,68.0,0.0,0.0,0,1,1050,5,2,18
41851,21,2020-07-14 19:00:00,1757.376,22.4,2.8,69.0,0.0,0.0,0,1,1051,5,2,19
41852,21,2020-07-14 20:00:00,1783.62,21.8,1.9,70.0,0.0,0.0,0,1,1052,5,2,20
41853,21,2020-07-14 21:00:00,1733.724,21.4,1.8,70.0,0.0,0.0,0,1,1053,5,2,21
41854,21,2020-07-14 22:00:00,1609.956,21.0,2.0,71.0,0.0,0.0,0,1,1054,5,2,22
41855,21,2020-07-14 23:00:00,1377.648,20.7,2.1,71.0,0.0,0.0,0,1,1055,5,2,23
41856,21,2020-07-15 00:00:00,1195.56,20.5,1.7,72.0,0.0,0.0,0,1,1056,5,3,0
41857,21,2020-07-15 01:00:00,1070.172,20.2,1.6,73.0,0.0,0.0,0,1,1057,5,3,1
41858,21,2020-07-15 02:00:00,987.876,19.8,1.0,74.0,0.0,0.0,0,1,1058,5,3,2
41859,21,2020-07-15 03:00:00,931.5,19.5,1.4,74.0,0.0,0.0,0,1,1059,5,3,3
41860,21,2020-07-15 04:00:00,918.864,19.3,1.9,76.0,0.0,0.0,0,1,1060,5,3,4
41861,21,2020-07-15 05:00:00,925.992,19.1,1.6,77.0,0.0,0.0,0,1,1061,5,3,5
41862,21,2020-07-15 06:00:00,1267.488,18.9,1.3,77.0,0.0,0.0,0,1,1062,5,3,6
41863,21,2020-07-15 07:00:00,1399.68,19.1,2.2,76.0,0.0,0.0,0,1,1063,5,3,7
41864,21,2020-07-15 08:00:00,1502.388,20.3,1.9,74.0,0.0,0.2,0,1,1064,5,3,8
41865,21,2020-07-15 09:00:00,1530.576,22.6,2.5,62.0,0.0,1.0,0,1,1065,5,3,9
41866,21,2020-07-15 10:00:00,1538.6760000000004,23.3,1.8,61.0,0.0,0.5,0,1,1066,5,3,10
41867,21,2020-07-15 11:00:00,1540.62,23.6,2.1,62.0,0.0,0.0,0,1,1067,5,3,11
41868,21,2020-07-15 12:00:00,1508.22,24.5,2.8,57.0,0.0,0.5,0,1,1068,5,3,12
41869,21,2020-07-15 13:00:00,1545.48,25.3,1.7,57.0,0.0,0.5,0,1,1069,5,3,13
41870,21,2020-07-15 14:00:00,1476.144,26.8,2.0,49.0,0.0,1.0,0,1,1070,5,3,14
41871,21,2020-07-15 15:00:00,1511.46,27.5,2.6,46.0,0.0,1.0,0,1,1071,5,3,15
41872,21,2020-07-15 16:00:00,1580.796,28.0,2.0,43.0,0.0,1.0,0,1,1072,5,3,16
41873,21,2020-07-15 17:00:00,1714.284,28.6,1.8,42.0,0.0,1.0,0,1,1073,5,3,17
41874,21,2020-07-15 18:00:00,1731.78,28.4,1.7,44.0,0.0,1.0,0,1,1074,5,3,18
